"";"rownames.mat."
"983";"Ayatollah_Montazeri_'s"
"984";"Ayatollah_Ruhollah_Khomeini"
"985";"Gerald_F._Seib"
"986";"Hashemi"
"987";"Hojatolislam_Hashemi_Rafsanjani"
"988";"Imam"
"989";"Khomeini"
"990";"Mahdi_Hashemi"
"991";"Rafsanjani"
"992";"Aswab_Mahasin"
"993";"Sasono"
"994";"Wahid"
"995";"Mikhail_Gorbachev"
"996";"Nikita_Khrushchev"
"997";"Bernard_Gerard"
"998";"Chalier"
"999";"Charles_Pasqua"
"1000";"Christian_Nucci"
"1001";"Gerard"
"1002";"Jean_-_Pierre_Michau"
"1003";"Michel_Aurillac"
"1004";"Nucci"
"1005";"Pasqua"
"1006";"Robert_Delebois"
"1007";"Yves_Chalier"
"1008";"Yves_Navaro"
"1009";"Hans_Holmer"
"1010";"Holger_Romander"
"1011";"Ingvar_Carlsson"
"1012";"Olof_Palme"
"1013";"Palme"
"1014";"Deng_Liqun"
"1015";"Wang_Renzhi"
"1016";"Zhu"
"1017";"Zhu_Houze"
"1018";"Bernie_Simon"
"1019";"Boyle"
"1020";"Calinger"
"1021";"Michael_Boyle"
"1022";"Richard_Takechi"
"1023";"Walter_Calinger"
"1024";"Adam_Hanuszkiewicz"
"1025";"Adam_Michnik"
"1026";"Aleksander_Krawczuk"
"1027";"Hard_Line"
"1028";"Jerzy_Urban"
"1029";"Krawczuk"
"1030";"Michnik"
"1031";"Urban"
"1032";"Wojciech_Jaruzelski"
"1033";"Sol_Greenberg"
"1034";"Bernard_Ehrlich"
"1035";"Castellano"
"1036";"Fred_Neuberger"
"1037";"Kalman_V._Gallup"
"1038";"Vito_J._Castellano"
"1039";"Antonio_Hernandez_Mancha"
"1040";"Imelda"
"1041";"Jose_Y._Campos"
"1042";"Jovito_Salonga"
"1043";"post_-_Marcos"
"1044";"Salonga"
"1045";"Felipe_Gonzalez"
"1046";"Fraga"
"1047";"Hernandez_Mancha"
"1048";"Manuel_Fraga_Iribarne"
"1049";"Miguel_Herrero_de_Minon"
"1050";"Abel_G._Aganbegyan"
"1051";"Andrei_A._Gromyko"
"1052";"Charles_McC._Mathias"
"1053";"Cyrus_R._Vance"
"1054";"David_C._Jones"
"1055";"Harold_Brown"
"1056";"Henry_A._Kissinger"
"1057";"Jeane_J._Kirkpatrick"
"1058";"Peter_G._Peterson"
"1059";"Peter_Tarnoff"
"1060";"Tarnoff"
"1061";"William_G._Hyland"
"1062";"Machiavelli"
"1063";"Sergei_Grigoryants"
"1064";"Barbara_Patton"
"1065";"Bernard_Charles"
"1066";"David_Jennings"
"1067";"Anatoly"
"1068";"Anatoly_T._Marchenko"
"1069";"Begun"
"1070";"Bogoraz"
"1071";"Bonner"
"1072";"Gorky"
"1073";"Grigoryants"
"1074";"Inna_Begun"
"1075";"Inna_Meiman"
"1076";"Iosif_Z._Begun"
"1077";"Kirill_N._Popov"
"1078";"Larisa"
"1079";"Larisa_Bogoraz"
"1080";"Lev_Mikhailovich_Timofeyev"
"1081";"Marchenko"
"1082";"Popov"
"1083";"Shikh"
"1084";"Shikhanovich"
"1085";"The_Sakharov_Clearinghouse"
"1086";"Yelena_G._Bonner"
"1087";"Yelena_Grigoryevn"
"1088";"Yuri_A._Shikhanovich"
"1089";"Zoryan_Volodimirovich_Popadyuk"
"1090";"Alfred_H._Kleiman"
"1091";"Anthony_Guariglia"
"1092";"Carol_Berkman"
"1093";"Harold_E._Herkommer"
"1094";"Herkommer"
"1095";"Kleiman"
"1096";"Mario_Moreno"
"1097";"Maurice_Nessen"
"1098";"Nessen"
"1099";"Arbat"
"1100";"Boris"
"1101";"Boris_Begun"
"1102";"Sergei_G._Mitrofanov"
"1103";"Alan_Warshauer"
"1104";"Peter_Vallone"
"1105";"Robert_Dryfoos"
"1106";"Warshauer"
"1107";"de_-_Macoutize"
"1108";"Duvalier"
"1109";"Duvaliers"
"1110";"Francois_Duvalier"
"1111";"Henri_Namphy"
"1112";"Jean_-_Claude_Duvalier"
"1113";"Margaret_Lizaire"
"1114";"Michele"
"1115";"Namphy"
"1116";"Tontons_Macoute"
"1117";"Cecil_P._Joseph"
"1118";"David_N._Dinkins"
"1119";"Fernando_Ferrer"
"1120";"Guy_J._Velella"
"1121";"John_D._Calandra"
"1122";"Joseph"
"1123";"June_M._Eisland"
"1124";"Michael_DeMarco"
"1125";"Velella"
"1126";"Die_Welt"
"1127";"Eduard_A._Shevardnadze"
"1128";"Erich_Honecker"
"1129";"Honecker"
"1130";"Ilse_Spittmann"
"1131";"Ronald_Asmus"
"1132";"Valentin_Falin"
"1133";"Hosni_Mubarak"
"1134";"Alan_Jasminez"
"1135";"Wilfredo_Garcia"
"1136";"Bo_Yibo"
"1137";"Chen"
"1138";"Liu_De"
"1139";"Liu_Hongru"
"1140";"Mao_Zedong_'s"
"1141";"Red_Flag"
"1142";"Ruan_Chongwu"
"1143";"Xu_Dixin"
"1144";"Zhou"
"1145";"Zhou_Enlai"
"1146";"Zou_Jiahua"
"1147";"Janusz_Onyszkiewicz"
"1148";"Krasucki"
"1149";"Lamentowicz"
"1150";"Lech_Walesa"
"1151";"Ludwik_Krasucki"
"1152";"Nowe_Drogi"
"1153";"Sila_-_Nowicki"
"1154";"Sila_-_Nowicki_'s"
"1155";"Tygodnik_Mazowsze"
"1156";"Walesa"
"1157";"Wladyslaw_Sila_-_Nowicki"
"1158";"Wojciech_Lamentowicz"
"1159";"Afanasyev"
"1160";"Anatoly_T._Karpychev"
"1161";"Gubarev"
"1162";"Karpychev"
"1163";"Komsomolskaya_Pravda"
"1164";"Lavrenti_P._Beria"
"1165";"Viktor_G._Afanasyev"
"1166";"Vladimir_S._Gubarev"
"1167";"Peter_Zimroth"
"1168";"Robert_A._Castellanete"
"1169";"Zimroth"
"1170";"McLaughlin"
"1171";"Suzanne_Halpin"
"1172";"Denis_Worrall"
"1173";"Worrall"
"1174";"Charles_Darwin"
"1175";"Darwin"
"1176";"David_Rockefeller"
"1177";"James_Reston"
"1178";"Lee_Iacocca"
"1179";"Arturo_M._Tolentino"
"1180";"Benigno_S._Aquino_Jr."
"1181";"Corazon_C._Aquino_'s"
"1182";"Joker_Arroyo"
"1183";"Marcos_Philippines"
"1184";"Survival"
"1185";"Ohrenstein"
"1186";"Bishop_Moore"
"1187";"Bishop_Paul_Moore_Jr."
"1188";"Cardinal_O'Connor"
"1189";"John_Cardinal_O'Connor"
"1190";"John_L._Heinemeier"
"1191";"Gaston_J._Sigur"
"1192";"James_R._Lilley"
"1193";"Lee_Choon_Koo"
"1194";"Lilley"
"1195";"Richard_L._Walker"
"1196";"Sigur"
"1197";"Walker"
"1198";"Bangemann"
"1199";"Buchholz"
"1200";"Eberhard_von_Brauchitsch"
"1201";"Friderichs"
"1202";"Hans_-_Henning_Buchholz"
"1203";"Helmut_Schmidt"
"1204";"Kohl_Government"
"1205";"Lambsdorff"
"1206";"Otto_Lambsdorff"
"1207";"Otto_Schily"
"1208";"Rainer_Barzel"
"1209";"Schily"
"1210";"von_Brauchitsch"
"1211";"Bela_Kopeczi"
"1212";"Imre_Nagy"
"1213";"Istvan_Csurka"
"1214";"Janos_Berecz"
"1215";"Janos_Kadar"
"1216";"Kadar"
"1217";"Lenart_Pal"
"1218";"Joseph_R._Pisani"
"1219";"Pisani"
"1220";"Alan_Silver"
"1221";"Harriet_Silver"
"1222";"Herman_Schwartz"
"1223";"I._Leo_Glasser"
"1224";"Jack_Lusk"
"1225";"Robert_M._Stolz"
"1226";"Doan_Duy_Thanh"
"1227";"Dung"
"1228";"Hoang_Quy"
"1229";"Hung"
"1230";"Interior"
"1231";"Le_Duc_Anh"
"1232";"Ngoc_Triu"
"1233";"Nguyen_Cong_Tan"
"1234";"Nguyen_Khanh"
"1235";"Nguyen_Van_Chinh"
"1236";"Thach"
"1237";"the_Ho_Chi_Minh_Trail"
"1238";"Tran_Duc_Luong"
"1239";"Tran_Hoan"
"1240";"Tran_Van_Phac"
"1241";"Van_Tien_Dung"
"1242";"Vu_Ngoc_Hai"
"1243";"Vu_Tran"
"1244";"JERRY_H._GOLDFEDER"
"1245";"Richard_Ravitch"
"1246";"Andrei_Sakharov"
"1247";"Zia"
"1248";"Governments"
"1249";"Chung_Ho_Yung"
"1250";"Lee_Min_Woo"
"1251";"PHARIS_J._HARVEY"
"1252";"Auxiliary_Bishop"
"1253";"Benedita_da_Silva"
"1254";"Brasilia"
"1255";"da_Silva"
"1256";"Dom_Helder_Camara"
"1257";"Rio_de_Janeiro"
"1258";"Lee_Min_Woo_'s"
"1259";"Lee_Young_Chang"
"1260";"Park_Jong_Chul"
"1261";"Alan"
"1262";"Efraim_Shirka"
"1263";"Jay_Turoff"
"1264";"Jay_Turoff_'s"
"1265";"Markowitz"
"1266";"Michael_Markowitz"
"1267";"Rappaport"
"1268";"Samuel_Horwitz"
"1269";"Shirka"
"1270";"Stolz"
"1271";"Blitshtein"
"1272";"Georgi_A._Arbatov"
"1273";"Ivan"
"1274";"Kharkov"
"1275";"Koryagin"
"1276";"Koryagin_Released"
"1277";"Koryagins"
"1278";"Leonid_I._Brezhnev_'s"
"1279";"Lev_Blitshtein"
"1280";"Moscow_News"
"1281";"Polina"
"1282";"Robert_van_Voren"
"1283";"van_Voren"
"1284";"Brennan"
"1285";"John_Brennan"
"1286";"Laufer"
"1287";"Lawrence_Farkash"
"1288";"Leopold_Laufer"
"1289";"Michael_H._Gold"
"1290";"Robert_Franklin"
"1291";"Yegor_Yakovlev"
"1292";"Natan_Sharansky"
"1293";"Ni"
"1294";"Ni_Yuxian"
"1295";"Yelena_Bonner"
"1296";"Adolfo_Robelo_-"
"1297";"Advice_Sought"
"1298";"Arguello"
"1299";"Edgar_Noguera"
"1300";"Herrera"
"1301";"Jorge_A._Sacasa"
"1302";"La_Carne_Asada"
"1303";"Little_Managua"
"1304";"Maria_Elena_Caldero"
"1305";"Maritza_Herrera"
"1306";"Pro_-_contra"
"1307";"Sandra_Gutierrez"
"1308";"Hyun"
"1309";"Hyun_Hong_Choo"
"1310";"Shultz_Visit"
"1311";"Mondello"
"1312";"Abraham_Lincoln"
"1313";"Barry_Goldwater"
"1314";"CONNECTICUT"
"1315";"Julie_Belaga"
"1316";"Lowell_P._Weicker"
"1317";"Maureen_Reagan"
"1318";"Nelson_Rockefeller"
"1319";"Phyllis_Schlafly"
"1320";"Ron_Sarasin"
"1321";"Bettino_Craxi"
"1322";"Ciriaco_De_Mita"
"1323";"Craxi"
"1324";"De_Mita"
"1325";"Francois_Mitterrand"
"1326";"Giovanni_Spadolini"
"1327";"Giulio_Andreotti"
"1328";"Alvarez"
"1329";"Azcona"
"1330";"Beckwith"
"1331";"Bueso"
"1332";"Charles_A._Beckwith"
"1333";"Charles_Odorizzi"
"1334";"Edwin_Meese"
"1335";"Francis_J._McNeil"
"1336";"Gerard_Litchinian"
"1337";"Gomez"
"1338";"Gustavo_Alvarez_Martinez"
"1339";"Haggard"
"1340";"John_G._Tower"
"1341";"John_M._Poindexter"
"1342";"John_Wayne_-_style"
"1343";"Jose_Bueso_Rosa"
"1344";"Joseph_F._McSorley"
"1345";"Litchinian"
"1346";"Max_Gomez"
"1347";"McNeil"
"1348";"McSorley"
"1349";"Meese"
"1350";"Nestor_Pino_-_Maria"
"1351";"North"
"1352";"Odorizzi"
"1353";"Oliver_L._North"
"1354";"Paul_Gorman"
"1355";"Poindexter"
"1356";"Robert_Haggard"
"1357";"Robert_L._Schweitzer"
"1358";"Roberto_Suazo_Cordova"
"1359";"Schweitzer"
"1360";"Suazo"
"1361";"Abdallah"
"1362";"Abdallah_Companion"
"1363";"Barsimantov"
"1364";"Charles_R._Ray"
"1365";"Esber"
"1366";"Georges_Ibrahim_Abdallah"
"1367";"Georges_Kiejman"
"1368";"Homme"
"1369";"Jacqueline_Esber"
"1370";"Kiejman"
"1371";"Leamon_Hunt"
"1372";"Lyons"
"1373";"Peyrolles"
"1374";"Ray"
"1375";"Robert_Onan_Homme"
"1376";"Yacov_Barsimantov"
"1377";"Haile_Selassie"
"1378";"Mengistu"
"1379";"Mengistu_Haile_Mariam"
"1380";"Armand_P._D'Amato"
"1381";"D'Amato"
"1382";"sha_ji_gei_houzi_kan_'_'"
"1383";"Zhang"
"1384";"Zhang_Zhidong"
"1385";"Aksyonov"
"1386";"Aleksandr_I._Solzhenitsyn"
"1387";"Andrei_Voznesensky"
"1388";"Boris_Pasternak"
"1389";"Novy_Mir"
"1390";"Pasternak"
"1391";"Solzhenitsyn"
"1392";"Vasily_P._Aksyonov"
"1393";"Vladimir_Voinovich"
"1394";"Voznesensky"
"1395";"Zhivago"
"1396";"Chen_Ruoxi"
"1397";"Frederic_Wakeman"
"1398";"John_K._Fairbank"
"1399";"Kenneth_Lieberthal"
"1400";"Leo_Lee"
"1401";"Lieberthal"
"1402";"Liu_Xinwu"
"1403";"Michel_Oksenberg"
"1404";"Theodore_DeBary"
"1405";"Tu_Wei_-_ming"
"1406";"Victor_Nee"
"1407";"Wang_Meng"
"1408";"Costello"
"1409";"Joe_Bruno"
"1410";"Joseph_F._Bruno"
"1411";"O.K."
"1412";"Vincent_Costello"
"1413";"Butcher"
"1414";"Franklin"
"1415";"Harriet"
"1416";"Marks"
"1417";"Podolsky"
"1418";"Robert_S._Franklin"
"1419";"Samuel_Marks"
"1420";"Taxi"
"1421";"Zenek_Podolsky"
"1422";"Carlo_Nunez_Tellez"
"1423";"Clemente_Guido"
"1424";"Domingo_Sanchez"
"1425";"Nunez"
"1426";"Rafael_Cordova_Rivas"
"1427";"Rafael_Solis"
"1428";"Rosario_Altamirano"
"1429";"pro_-_North_Korean"
"1430";"Chou_Su_-_fu"
"1431";"Chu_Kao_-_cheng"
"1432";"Peng"
"1433";"Hy_Schwartz"
"1434";"Inna"
"1435";"Kafka"
"1436";"Naum_S._Meiman"
"1437";"Assemblywoman_Eileen_Dugan"
"1438";"Franz_Leichter"
"1439";"James_H._Donovan"
"1440";"Marvin_Nailor"
"1441";"Paul_H._Elisha"
"1442";"Richard_Wade"
"1443";"Winston_Churchill"
"1444";"Alexander_B._Grannis"
"1445";"Assemblyman_Paul_E._Harenberg"
"1446";"Colleagues"
"1447";"Gerdi"
"1448";"Gerdi_E._Lipschutz"
"1449";"Mark_Alan_Siegel"
"1450";"Richard_Brodsky"
"1451";"Arce"
"1452";"Borge"
"1453";"Daniel"
"1454";"Daniel_Ortega_Saavedra"
"1455";"Godoy"
"1456";"Henry_Ruiz_Hernandez"
"1457";"Humberto"
"1458";"Humberto_Ortega"
"1459";"Jaime_Wheelock_Roman"
"1460";"junta_coordinator"
"1461";"Luis_Humberto_Guzman"
"1462";"Marenco"
"1463";"Ortega"
"1464";"Ortegas"
"1465";"Ruiz"
"1466";"Tomas_Borge"
"1467";"Virgilio_Godoy_Reyes"
"1468";"Wheelock"
"1469";"Wei_Jingsheng"
"1470";"Jacek_Kuron"
"1471";"Kuron"
"1472";"Romaszewski"
"1473";"Zbigniew_Romaszewski"
"1474";"Martin_Markowitz"
"1475";"Hacienda_Luisita"
"1476";"Heherson_Alvarez"
"1477";"Lyudmila_Yevsyukov"
"1478";"Serafim_Yevsyukov"
"1479";"Page_A3"
"1480";"Goodgold"
"1481";"Robert_Esnard"
"1482";"Sally_Goodgold"
"1483";"Stanley_Turkel"
"1484";"Turkel"
"1485";"Zucker"
"1486";"Gold"
"1487";"Alfredo_del_Mazo"
"1488";"Carlos_Salinas"
"1489";"Jorge_de_la_Vega_Dominguez"
"1490";"Miguel_de_la"
"1491";"Munoz_Ledo"
"1492";"Munoz_Ledo_'s"
"1493";"Porfirio_Munoz_Ledo"
"1494";"Alfonsin"
"1495";"CARLOS_S._NINO"
"1496";"Raul_Alfonsin"
"1497";"Compumeter"
"1498";"Herbert_Lum"
"1499";"Lum"
"1500";"Pandora"
"1501";"Audrey_C._Hochberg"
"1502";"DeMarco"
"1503";"DEMOCRATS"
"1504";"Edward_M._Gibbs"
"1505";"Ernest_D._Davis"
"1506";"Galef"
"1507";"Gerald_A._Norlander"
"1508";"Herbert_Reisman"
"1509";"Herman_Keith"
"1510";"Hochberg"
"1511";"John_W._DeMarco"
"1512";"Marc_Moran"
"1513";"Paul_J._Feiner"
"1514";"Sandra_R._Galef"
"1515";"Bill_Schulz"
"1516";"Bruce_Babbitt"
"1517";"Burton_Barr"
"1518";"Carolyn_Warner"
"1519";"Evan_Mecham"
"1520";"James_Cooper"
"1521";"Joel_Breshin"
"1522";"John_Kolbe"
"1523";"Kolbe"
"1524";"Martin_Luther_King_Jr."
"1525";"Mecham"
"1526";"Hadi"
"1527";"Mohammad_Khan_Junejo"
"1528";"Ann_Reinking"
"1529";"David_Brenner"
"1530";"Donald_Trump"
"1531";"Edward_L._Sadowsky"
"1532";"Joseph_Bragg"
"1533";"Leona_Helmsley"
"1534";"Madonna"
"1535";"Mark_Lieberman"
"1536";"Nancy_Reagan_'s"
"1537";"Joseph_Sawicki_Jr."
"1538";"Paul_Elisha"
"1539";"Sawicki"
"1540";"Andreotti"
"1541";"Cossiga"
"1542";"Francesco_Cossiga"
"1543";"Edward_R._Neaher"
"1544";"Peter_L._Zimroth"
"1545";"Edward_Rappaport"
"1546";"assemblywoman"
"1547";"Benjamin_Ward"
"1548";"Isabel_Fernandez"
"1549";"Oral_Roberts"
"1550";"Rupert_Murdoch"
"1551";"Schlott"
"1552";"Jackie"
"1553";"Knapp"
"1554";"Koch_Praises_Sentence"
"1555";"Arnold_Fraiman"
"1556";"Edward_Sadowsky"
"1557";"Fraiman"
"1558";"Frederick_A._O._Schwarz"
"1559";"Ruth_Messinger"
"1560";"Sadowsky"
"1561";"Geraldine_A._Ferraro"
"1562";"Queens"
"1563";"Herman_Badillo"
"1564";"Irene"
"1565";"Patrick_J._Cunningham"
"1566";"Stanley_Simon_'s"
"1567";"Assemblyman_Friedman"
"1568";"Councilwoman_Carolyn_B._Maloney"
"1569";"Ralph_J._Lamberti"
"1570";"Kuranari"
"1571";"Nakasone"
"1572";"Sidi_Mohammed"
"1573";"Tadashi_Kuranari"
"1574";"Yasuhiro_Nakasone"
"1575";"Audrey_Pheffer"
"1576";"Aleksandr_Nekrich"
"1577";"Morozov"
"1578";"Nekrich"
"1579";"Valentin_Turchin"
"1580";"Vasily_Aksyonov"
"1581";"Vladimir_Bukovsky"
"1582";"Vladimir_Morozov"
"1583";"Diepgen"
"1584";"Dorothee_Wilms"
"1585";"Eberhard_Diepgen"
"1586";"Hans_Klein"
"1587";"Jurgen_Mollemann"
"1588";"Aimee_Garcia_Cortese"
"1589";"Jane_Lee_Garcia"
"1590";"Michael_Quiat"
"1591";"Quiat"
"1592";"Robert_B._McKay"
"1593";"Robert_Garcia_-"
"1594";"Eliot_L._Engel"
"1595";"Ferrer"
"1596";"Hector_Diaz"
"1597";"Richard_Guidron"
"1598";"John_Lindsay"
"1599";"Botha"
"1600";"Harald_Pakendorf"
"1601";"P._W._Botha"
"1602";"Pakendorf"
"1603";"Andras_Hegedus"
"1604";"Fenderl"
"1605";"Gyorgy_Gado"
"1606";"Gyorgy_Petri"
"1607";"Hans_-_Michael_Fenderl"
"1608";"Jeno_Nagy"
"1609";"Konrad"
"1610";"Laszlo_Rajk"
"1611";"Miklos_Haraszti"
"1612";"Miklos_Vasarhelyi"
"1613";"Racz"
"1614";"Rajk"
"1615";"Sandor_Racz"
"1616";"Donald_Manes_'s"
"1617";"Crispino"
"1618";"Jerry_L._Crispino"
"1619";"Mayor"
"1620";"Robert_R._Kiley"
"1621";"Stephen_Berger"
"1622";"City_Controller_Harrison_J._Goldin"
"1623";"Ivan_F._Boesky"
"1624";"Arzt"
"1625";"Messinger"
"1626";"Paul_A._Crotty"
"1627";"Ruth_W._Messinger"
"1628";"William_Rauch"
"1629";"Alain_Duhamel"
"1630";"Chirac_Programs"
"1631";"Duhamel"
"1632";"Mitterrand"
"1633";"Rene_Remond"
"1634";"Robert_Hersant"
"1635";"Kris_Aquino"
"1636";"Ilkka_Suominen"
"1637";"Kalevi_Sorsa_'s"
"1638";"Alexander_Fedorovich"
"1639";"Alexander_Kerensky"
"1640";"Bolsheviks"
"1641";"Catherine_the_Great_."
"1642";"Dole"
"1643";"Haig"
"1644";"Joseph_Stalin"
"1645";"Kemp"
"1646";"Kerensky"
"1647";"Reykjavik"
"1648";"SNIE"
"1649";"Deng_Lin"
"1650";"Deng_Pufang"
"1651";"Deng_Zhifang"
"1652";"Freud"
"1653";"Jiao_Yongfu"
"1654";"Lei_Feng"
"1655";"Lei_Feng_'s"
"1656";"Sartre"
"1657";"Zheng_Ming"
"1658";"Zhongshan"
"1659";"Carl_R."
"1660";"Channell"
"1661";"David_C._Fischer"
"1662";"Fischer"
"1663";"Francis_D._Gomez"
"1664";"Hannaford"
"1665";"Jane_E._McLaughlin"
"1666";"Lawrence_E._Walsh"
"1667";"Peter_D._Hannaford"
"1668";"Richard_R._Miller"
"1669";"Ronald_G._Precup"
"1670";"Walsh"
"1671";"Jose_Serrano"
"1672";"Aleksei_Smirnov"
"1673";"Galina_Barats"
"1674";"Ivan_Kovalev"
"1675";"Mikhail_Rifkin"
"1676";"Tatyana_Osipova"
"1677";"Erkki_Pennanen"
"1678";"Jaakko_Laakso"
"1679";"Kalevi_Sorsa"
"1680";"pro_-_Moscow"
"1681";"Sorsa"
"1682";"Suominen"
"1683";"Bierut"
"1684";"Boleslaw_Bierut"
"1685";"Gomulka"
"1686";"John_Paul_II"
"1687";"Singh"
"1688";"Wladyslaw_Gomulka"
"1689";"Zail_Singh"
"1690";"Max_Jakobson"
"1691";"Anthony_J._Venditti"
"1692";"Baker"
"1693";"Frederico"
"1694";"Fritzy"
"1695";"Giovanelli"
"1696";"Joseph_Martuscello"
"1697";"Maloney"
"1698";"Mark_M._Baker"
"1699";"Runnymede"
"1700";"Khodorovich"
"1701";"Sergei_Khodorovich"
"1702";"Augusto_Pinochet"
"1703";"Filippi"
"1704";"La_Epoca"
"1705";"La_Tercera"
"1706";"Pinochet"
"1707";"George_P._Shultz_'s"
"1708";"Bohme"
"1709";"Erhard_Eppler"
"1710";"Gerd_Mielke"
"1711";"Jurgen_Biller"
"1712";"Margot_Quietsch"
"1713";"Michael_Doelfs"
"1714";"Mielke"
"1715";"Rhine"
"1716";"Rolf_Bohme"
"1717";"Wyhl"
"1718";"Ilene_Margolin"
"1719";"Margolin"
"1720";"Nicholas_Spano"
"1721";"Norris"
"1722";"Robert_Norris"
"1723";"Guevara_Lacayo"
"1724";"Guillermo_Antonio_Guevara_Lacayo"
"1725";"Rodolfo_Castillo"
"1726";"Barbara_Barlow"
"1727";"Bob_Blancato"
"1728";"Charles_B._Rangel"
"1729";"James_H._Scheuer"
"1730";"Norman_Ornstein"
"1731";"Ornstein"
"1732";"Steven_S._Smith"
"1733";"Choto"
"1734";"Choto_Duran"
"1735";"Grande"
"1736";"Hilda_Garcia"
"1737";"Luciano_Grande"
"1738";"Manuel"
"1739";"Oscar_Arnulfo_Romero"
"1740";"Rutilio_Grande"
"1741";"Sara_Hernandez"
"1742";"Meyer"
"1743";"Barra_Grant"
"1744";"Harold_Tyler"
"1745";"Evelyn_Stock"
"1746";"Aleksandr_Solzhenitsyn"
"1747";"Feliks_F._Kuznetsov"
"1748";"Korotich"
"1749";"Kuznetsov"
"1750";"Leon_Trotsky"
"1751";"Lyubertsy"
"1752";"Nabokov"
"1753";"Nikolai_Bukharin"
"1754";"post_-_Brezhnev"
"1755";"post_-_Khrushchev"
"1756";"pre_-_Brezhnev"
"1757";"pre_-_Khrushchev"
"1758";"Vitaly_Korotich"
"1759";"Armitage"
"1760";"Bosworth"
"1761";"MANILA"
"1762";"Richard_L._Armitage"
"1763";"Stephen_W._Bosworth"
"1764";"Boris_T._Goncharenko"
"1765";"Dobrik"
"1766";"Goncharenko"
"1767";"Gorbachev_Busy"
"1768";"Viktor_F._Dobrik"
"1769";"Viktor_G._Boiko"
"1770";"Viktor_M._Chebrikov"
"1771";"Voroshilovgrad"
"1772";"Frank_Lugovina"
"1773";"Law"
"1774";"Michael_A._Nussbaum"
"1775";"Robert_R._Richards"
"1776";"Said"
"1777";"Theodore_E._Teah"
"1778";"Stanley"
"1779";"Keith_Schneider"
"1780";"Alfred_B._DelBello"
"1781";"Arthur_M._Schlesinger_Jr."
"1782";"Harriman"
"1783";"Inspector_Clouseau"
"1784";"J._Edward_Meyer"
"1785";"Joseph_J._DioGuardi"
"1786";"Kennedy"
"1787";"McGeorge_Bundy"
"1788";"Pamela_Harriman"
"1789";"Richard_L._Ottinger"
"1790";"Richard_L._Weingarten"
"1791";"Rube_Goldberg"
"1792";"Schlesinger"
"1793";"Theodore_C._Sorensen"
"1794";"W._Averell_Harriman"
"1795";"Weingarten"
"1796";"Burma"
"1797";"Consumer_Shortages"
"1798";"Ne_Win"
"1799";"Ne_Win_'s"
"1800";"Ne_Win_-"
"1801";"Rangoon"
"1802";"Tun_Tin"
"1803";"Anghelis"
"1804";"Odysseus_Anghelis"
"1805";"Boris_Eifman"
"1806";"Boris_N._Yeltsin"
"1807";"Dostoyevsky"
"1808";"Grigori_V._Romanov"
"1809";"Kaluga"
"1810";"Leningrad"
"1811";"Leningradskaya_Pravda"
"1812";"Mikhail_Bulgakov_'s"
"1813";"Peter_the_Great_'s"
"1814";"Pushkin"
"1815";"Sergei_Kirov"
"1816";"Sergei_Kuryokhin"
"1817";"Solovyev"
"1818";"Suzanne_Massie"
"1819";"Tula"
"1820";"Yuri_F._Solovyev"
"1821";"Lord_Byron"
"1822";"Martin_Shefter"
"1823";"Netzer"
"1824";"Richard_Netzer"
"1825";"Scandals"
"1826";"Shefter"
"1827";"Floyd_Abrams"
"1828";"Carol_Berman"
"1829";"Clifford_Wilson"
"1830";"Dumas"
"1831";"Edward_Grilli"
"1832";"Queens_Assemblyman"
"1833";"Wilson"
"1834";"Ligachev"
"1835";"Brandt"
"1836";"Brigitte"
"1837";"Friedbert_Pfluger"
"1838";"Lafontaine"
"1839";"Margarita_Mathiopoulos"
"1840";"Mathiopoulos"
"1841";"Oskar_Lafontaine"
"1842";"Richard_von_Weizsacker_'s"
"1843";"Vogel"
"1844";"Willy_Brandt"
"1845";"Giorgieri"
"1846";"Licio_Giorgieri"
"1847";"Pertini"
"1848";"Sandro_Pertini"
"1849";"Andreas_Papandreou"
"1850";"Beis"
"1851";"Constantine_Mitsotakis"
"1852";"Dimitris_Beis"
"1853";"Evert"
"1854";"George"
"1855";"Lisa"
"1856";"Miltiadis_Evert"
"1857";"Papandreou"
"1858";"Joseph_Momoh"
"1859";"Colon"
"1860";"Gene_Crescenzi"
"1861";"John_Tartaglia"
"1862";"Linda_Sebastian"
"1863";"Pedro_Espada_Jr."
"1864";"Rafael_Castaneira_Colon"
"1865";"Tartaglia"
"1866";"Badillo"
"1867";"Carolyn_B._Maloney"
"1868";"Velez"
"1869";"Afanaseyev"
"1870";"Anna_Akhmatova"
"1871";"Chukovskaya"
"1872";"Gagarin"
"1873";"Lev_Gumilev"
"1874";"Lidiya_Chukovskaya"
"1875";"Nikolai_Gumilev"
"1876";"Yevgeny_Yevtushenko"
"1877";"Yevtushenko"
"1878";"Yuri_A._Gagarin"
"1879";"Yuri_Afanasyev"
"1880";"Abdullah"
"1881";"Farooq_Abdullah"
"1882";"Gandhi"
"1883";"Gandhi_Campaigns"
"1884";"Indira_Gandhi"
"1885";"Kerala"
"1886";"Diego_Cordovez"
"1887";"Hussein"
"1888";"Mushahid_Hussein_Syed"
"1889";"Pakistanis"
"1890";"Peshawar"
"1891";"Sahabzada_Yaqub_Khan"
"1892";"Daniel_arap"
"1893";"Kenya"
"1894";"Moi"
"1895";"Zaireans"
"1896";"Denis_E._Dillon"
"1897";"Gonzalez"
"1898";"Green"
